comment,author,time
一看在看百看不膩,@wj01241217,2022-09-27T06:46:51Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m25s"">31:25</a>笑死",@haohao18,2022-09-26T13:09:42Z
蘇公公：皇上 這不可能，奴才沒有生育的能力，溫太醫跟槿汐怎麼可能是奴才的孩子。<br><br>這段笑鼠😂😂😂,@user-zv9yt3fh2y,2022-09-24T04:42:57Z
聽到錦禧要被打 蘇妃趕緊出聲維護XD,@yoshihsu6350,2022-09-22T08:58:09Z
甘露寺多遠啊？怎麼莫言可以馬上趕進宮裡。,@virgodemon6933,2022-09-21T06:56:16Z
大胖菊還偷看甄嬛的妹妹色老頭,@user-vx3kf9bl8b,2022-09-20T15:27:27Z
我覺得像棋貴人還有那個虐待甄環的老姑子這些人，就算能指證成功我猜下場也絕對不會好到哪裡去🧐皇上應該是會處理了他們，不會讓參與到這個醜聞的證人活下來。,@user-ee6qc6sr3t,2022-09-19T04:18:56Z
誰敢!!!<br>真的太帥了!!!!!!!!!!!!!!,@pocac3229,2022-09-18T16:34:56Z
皇后敢做不敢當.做她下人真是倒楣.可怕。,@user-xj8pf8xd5i,2022-09-18T12:29:00Z
朕到希望 你姊姊沒你這個妹妹 哈哈哈,@user-sl2cr6bj1p,2022-09-15T22:26:39Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=18m35s"">18:35</a><br>皇后：只怕要滴血驗親<br>皇帝：滴血驗親？<br>甄嬛：滴血驗親？<br>瑾汐：哇嗚～～～先嚇嚇她！",@user-ow1ph5mt7t,2022-09-15T11:32:53Z
每次看到莫言就想到她說，為那些臭男人生孩子做什麼,@jiaqinxie1861,2022-09-14T07:20:08Z
時至今2022/09 熹貴妃還再滴血認親,@user-qq1mo9iw4l,2022-09-14T05:05:49Z
本集最高潮<br>看那麼多年還是很爽的一集,@erl2935,2022-09-13T17:10:03Z
本集最高潮,@erl2935,2022-09-13T17:09:54Z
"這集實在太精彩！！我重複看了好幾次，所以也看到<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m40s"">26:40</a>左右畫面最右邊、宮女身後的那瓶礦泉水😅😅",@xiaoshian8033,2022-09-11T12:59:33Z
話說瓜六膽子真的蠻大的，敢當著大家的面說貴妃生性淫賤🌝,@zhenyu7162,2022-09-08T15:49:04Z
滴血驗親，取皇上跟六阿哥的血<br><br>全劇終,@gogoho9176,2022-09-08T13:27:50Z
"熹貴妃說杖斃時好有威嚴, 不愧是母儀天下的典範.",@oliverhuang557,2022-09-07T17:20:49Z
2022年再來看一次還是覺得這集最好看<br>每個人的表情跟眼睛都是戲<br>光是用眼神就能傳達緊張、心虛、鬆一口氣的感覺真的超厲害,@Yellow-vb8oy,2022-09-07T09:14:08Z
舌頭呢..,@rosykao6924,2022-08-31T16:27:11Z
蘇妃真的太可愛🤣🤣🤣🤣🤣🤣,@serenachang5203,2022-08-31T03:02:32Z
看500次了,@user-ko2ye7pf3t,2022-08-29T13:04:00Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=30m34s"">30:34</a>甄嬛在說從此分明了前的暗笑真的太絕了😌每次看每次讚嘆孫儷演技",@user-it9mh3hx6d,2022-08-22T19:15:48Z
這集叫後宮CSI,@neilfida,2022-08-20T01:14:36Z
哈哈哈哈哈,@kenhsaio3999,2022-08-19T13:21:32Z
莫言：「凌雲峰那種地方，偏僻難行，常有狸貓出沒傷人。」<br>果子狸：「我怎麼了？」,@lurashida1284,2022-08-16T11:49:53Z
七十幾集甄嬛傳，最喜歡的還是這集！劇情高潮迭起，太精彩了,@Ariana-jk3ms,2022-08-15T21:25:34Z
來回不知道看了多少次<br>連台詞都背起來了（背書都沒那麼認真）<br>還是這集最痛快<br>點擊率穩穩地上升不會錯,@user-xo8kw5md5g,2022-08-15T13:59:07Z
棋貴人。那嘴臉真有夠醜陋 好想呼她巴掌,@user-ql3nl2ou5u,2022-08-14T14:37:24Z
慎貝勒怎麼還人身攻擊哈哈哈哈<br>瓜6：珠圓玉潤……你說我？！,@user-hn3ot6xo5l,2022-08-10T09:09:35Z
乾⋯皇后要不要一直提純元😑,@sakuraumi5116,2022-08-10T06:52:11Z
如果劇情是安排皇上直接跟六阿哥滴血的話，後續發展就不一樣了！,@user-nq2cd7nr4v,2022-08-09T02:46:51Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=36m10s"">36:10</a> 幹   皇后都跪下了   江福海怎麼害可以站在皇上旁邊.......",@youisupport738,2022-08-06T06:25:33Z
跩貴人無欲則剛，聰慧機變，帥。,@tara540217,2022-07-28T15:26:54Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m16s"">26:16</a>",@cbyktw,2022-07-28T04:32:21Z
真的超愛跩妃 感覺他是穿越來的 唯一一個清醒的,@hermione807,2022-07-27T17:00:22Z
37：25寧貴人：再給我那邊演啊 無言,@Esther-gc3ix,2022-07-26T15:50:35Z
34：39笑死,@Esther-gc3ix,2022-07-26T15:48:02Z
康常在跟貞嬪的選角也真會選，不開口就一副討人厭的樣子，一開口果真是討厭極了，還沒重罰真是可惜。,@chloelu5169,2022-07-26T06:40:25Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=18m40s"">18:40</a> 皇后眼神:這下你逃不掉了吧  <a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=40m01s"">40:01</a>一種 我是一隻生氣的小貓貓臉",@jjjen6798,2022-07-23T23:51:14Z
皇后自從甄嬛回宮之後，智商大降,@xoxo.9149,2022-07-23T05:59:43Z
純元這張免死金牌終究被甄家王水沖破了,@user-sc2gu1rf4c,2022-07-22T05:54:29Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=6m35s"">6:35</a> 細節，寧貴人正在跟自家宮女說悄悄話，趕快派人來救嬛嬛",@user-il4ey3xl1q,2022-07-21T18:31:29Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=36m26s"">36:26</a> <a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=36m34s"">36:34</a> 嬛嬛美爆❤️❤️",@h991223h,2022-07-21T17:25:58Z
破產姐妹花這個綽號的由來到底是為什麼啦😂😂 因為一直被罰俸嗎？笑死欸 哈哈,@a22435557,2022-07-21T09:33:08Z
胖橘生氣了!,@skiredy7567,2022-07-18T14:46:39Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=7m21s"">7:21</a> 是因為寧貴人喜歡綠色<br>還是真的湊巧 我笑翻了😂😂",@zxcvb85301,2022-07-18T12:30:55Z
甄嬛戳破蘇培盛的手說水有問題那個瞬間<br>運鏡運到皇后的表情真的太經典！<br>（皇后一臉錯愕）,@rory2574,2022-07-16T13:43:35Z
寧貴人愛綠色愛到連宮女都叫阿綠 笑死,@JKDAYvlogreactionunboxing,2022-07-14T13:44:47Z
好看,@user-yx1of7zn2y,2022-07-13T11:02:24Z
這集真的好看死,@user-dp7mv8xs5o,2022-07-13T10:13:43Z
屁啦，有本事叫皇上跟六阿哥驗啊,@user-df9wr3ql8t,2022-07-13T07:05:03Z
翡翠手串: 握在皇上手中，平日被捏被抓，有事被拿去敲桌子，今天還把我給摔得粉碎了。當皇上的手串，真難,@moumisun6631,2022-07-11T15:46:14Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=34m00s"">34:00</a>開始跪在中間那個男的太監是誰？然後<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=39m00s"">39:00</a>後又不見了？",@TheDavidhsieh,2022-07-08T16:33:59Z
皇上真的很浩呆,@shateng8006,2022-07-07T10:39:45Z
這一集看的我驚心動魄,@user-fh6cn4tm5j,2022-07-06T10:59:43Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m14s"">25:14</a> 畫面最右邊，哪個工作人員的礦泉水？穿幫啦！！！！！",@kulokawa009,2022-07-04T23:22:44Z
是不是只有我在他們滴血認水有問題的時候擔心針頭重複使用的問題ಠᴥಠ,@user-gd3xt6sz7f,2022-07-01T01:48:19Z
皇上: 恩真好玩 朕也來滴看看  (全劇終),@user-zy3sf2lb1x,2022-06-27T08:01:10Z
Pp,@user-xn9ow1iu2x,2022-06-24T02:54:07Z
滴血驗親這段看不膩   可惜被剪片了 以前還有淨白的舌頭,@user-ko6ux6dl6n,2022-06-22T01:35:06Z
溫太醫如果是O型血<br>就劇終了,@Rx3230406,2022-06-16T22:00:37Z
安陵容那破嗓子跟靜白是同個配音員吧？聽了我喉嚨都癢了,@ncr3910,2022-06-15T15:32:09Z
皇后聽到繪春出來頂了罪，才好不容易鬆了一口氣！這分鏡抓的真是好！～😁,@user-tb5sp4pl3m,2022-06-09T08:37:08Z
後半段沒記錯的話，是魔獸黑石山的bgm,@user-tb5sp4pl3m,2022-06-09T08:21:04Z
其實，第一次滴血驗親時，皇上如果改變心意自己跟六阿哥驗，一切就完美了XDDD皇上會完全疑心盡消，或許溫太醫不會自宮，還能順便打臉皇后XDDDD,@arara7808,2022-06-08T14:07:10Z
還是覺的這集看的最過癮,@nirayang8768,2022-06-07T20:10:19Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m23s"">31:23</a><br>我記得蘇妃很會計仇<br>可是在寧貴人面前 還是被壓制住了<br>那個不知道要往哪邊讓位的樣子 真的好有趣",@qweasd01520,2022-06-07T15:39:20Z
其實也覺得大胖橘也蠻辛苦的，每個人講的話都要他聽要他決策，每天早上聽文武百官講就算了，下班還要聽後宮三千繼續講🤣,@chennn1122,2022-06-07T08:45:41Z
"婓雯~婓雯......果然只會製造緋聞,這名子取的真妙!",@user-vw3ng1bc6g,2022-06-05T08:51:39Z
誰敢～～～<br>真是太帥了,@Mickey.1121,2022-06-04T16:22:13Z
皇上真笨<br>甄嬛智商高<br>反應快！<br>哈哈哈哈哈,@user-bv8lp1hp4u,2022-06-04T14:11:17Z
QQ,@user-xb3vq7bz3r,2022-06-04T01:09:34Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m18s"">26:18</a> 蘇妃說溫太醫和槿汐怎可能是他的孩子，皇帝笑了兩聲然後淡定的說朕知道。蘇妃都嚇死了🤣",@lin.__.1115,2022-06-03T13:04:39Z
風紀股長寧貴人衝上講台後，<br>玉嬈也直接衝進來，也不行禮<br>這兩個人性情直率，<br>一定很合得來,@mune014,2022-06-01T13:52:50Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=17m25s"">17:25</a><br>果郡王救甄嬛的時候華妃有說外男不得入內之類的話，阿允禧怎麼大搖大擺的就走進來了呢",@user-ck6ti6fj3x,2022-06-01T07:15:05Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=2m53s"">2:53</a>  寧貴人：笑死",@user-ck6ti6fj3x,2022-06-01T06:57:17Z
媜嬪是不是地位很低呀？位子怎麼坐在後面，地位越高不是更靠近裡面嗎？連跟康常在去鬧安嬪時，康常在都走在他前面,@holin3133,2022-05-30T14:46:19Z
這集也太好看了❤️❤️❤️,@jimmyhuang2502,2022-05-30T04:01:47Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m26s"">37:26</a><br>皇后又在打純元牌的時候<br>寧貴人嫌棄的表情我先笑了🤣",@user-sr4fo1il9s,2022-05-29T18:20:33Z
今天再看一次發現...<br>胖橘表示:怎麼你們2各(寧貴人+玉嬈) 進來都不用向朕請安了!? 安嬪 教教它們宮中禮儀<br>安嬪:原是我不配.....TAT,@user-fireball,2022-05-28T23:13:44Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m23s"">37:23</a> 這個臉xD",@kknowles8621,2022-05-26T17:33:42Z
陳四最過分的不是打死玢兒，是剪了她的瀏海😭,@taurus2057,2022-05-24T08:31:40Z
：温太医与槿汐怎么可能是奴才的孩子呢🥲,@user-um8dz9ti7n,2022-05-24T07:34:54Z
就算飛蚊沒死也沒人敢用她,@taurus2057,2022-05-24T06:34:57Z
"成功澄清片段秒數<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m26s"">25:26</a>",@user-vd3en3tw7m,2022-05-21T15:17:58Z
靜白先被割了舌頭<br>後隨即被杖斃<br>也真夠她受的,@user-ge5ed4ur4s,2022-05-21T08:35:48Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m26s"">31:26</a> 蘇公公自己讓開很好笑🤣",@zaomao2528,2022-05-20T22:27:43Z
不就好險加的不是硫酸<br><br>溫實初：皇上！此水有……啊…！,@rou8643,2022-05-18T10:05:47Z
超怕皇上突然用自己的血去驗XDDD,@user-lt8nz1pb5y,2022-05-16T14:19:34Z
皇上怎麼沒想過自己來滴血呢？,@user-ib7ki7kd1e,2022-05-15T22:01:32Z
蘇妃：皇上我換了一碗新的油來🤣🤣,@YuYu-iz9qq,2022-05-12T18:34:18Z
皇上看玢兒的眼神充滿鄙視跟不削 甄討厭,@user-ci6ho8pu6h,2022-05-10T07:23:36Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m40s"">26:40</a>水有問題，整廳的人都盯著皇后，顯然大家都知道皇后做了手腳，後面皇后的說詞大家恐怕也不相信吧",@liztseng0511,2022-05-07T07:01:26Z
蘇妃那句<br>溫跟瑾夕怎麼可能是自己的孩子<br>也太好笑🤣🤣🤣<br>這何止是生育能力的問題,@longnightbai9056,2022-05-05T05:15:18Z
安小鳥真的是備註王<br>連滴血認親也她翻譯,@longnightbai9056,2022-05-05T05:10:53Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m26s"">25:26</a> 這個亮點讓我太出戲了 笑死<br>A演員 : 糟了! 要被發現..<br>B演員 : 耍狠就對了",@sean_bern,2022-04-30T07:14:38Z
瓜：我的門第、樣貌哪裡比不上你？<br>答：智商吧,@kikiwang6306,2022-04-25T03:30:37Z
甄嬛這組的<br>人馬很有<br>默契,@user-bv8lp1hp4u,2022-04-23T12:30:54Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=6m34s"">6:34</a>細節呀~寧貴人和她的奴婢示意後，就起身偷偷去報信了",@shiyu5684,2022-04-18T04:20:17Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m10s"">26:10</a>  蘇培聖：奴才沒有生育能力，溫太醫與槿汐怎麼可能是奴才的孩子 <br>🤣🤣🤣🤣🤣🤣",@user-nx7cz8zf4r,2022-04-17T11:39:17Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=5m17s"">5:17</a> 皇上萬福金安<br>皇上：後宮無一日安寧 朕何從萬安<br>🤣",@user-nx7cz8zf4r,2022-04-17T11:13:47Z
為什麼滴血驗親不驗公主要驗阿哥？雙胞胎不是一樣嗎？而且驗了公主也不會直接影響繼承江山的問題啊,@tiffany890817,2022-04-13T16:04:55Z
皇后準備的水是任何人都可相溶，如果皇帝親自滴血不是也可以相溶? 所以應該不是皇后做的,@user-uu3jx6fk3m,2022-04-13T06:33:27Z
我这门第样貌那一点比不上你🤣🤣🤣长得像腊鸭似的...,@christinawong1910,2022-04-13T05:10:45Z
看第323次的時候，突然想到<br>他們拿著同一根針戳來戳去的<br>溫太醫還舔了一口血水<br>如果其中一個有傳染病那就GG了喂,@littletrash23,2022-04-12T11:05:40Z
溫太醫～不可以什麼東西都放嘴巴啦🤣,@yukitsai8209,2022-04-09T06:50:41Z
如果溫太醫跟六阿哥血型一樣就好笑了😂,@piggy2937,2022-04-07T05:47:25Z
皇上笑回蘇妃的話我也笑了哈哈,@user-su1sb7ml6w,2022-04-06T11:57:36Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=9m50s"">9:50</a><br><a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=31m18s"">31:18</a> 強大的助攻團隊員",@user-jy2sw3pf9h,2022-04-02T12:12:47Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=5m48s"">5:48</a> 掌嘴！！該死的瓜六",@user-jy2sw3pf9h,2022-04-01T19:06:22Z
皇上沒想過用自己的血滴看看嗎,@linjunghua2245,2022-03-30T14:53:07Z
每次看見慎貝勒嗆祺貴人珠圓玉潤然後皇上還叫她閉嘴的時候，真的很好笑XDDDD,@pikach821011,2022-03-26T11:45:17Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=20m45s"">20:45</a>甄嬛知道躲不過滴血驗親，但還是要趕快想辦法的那種慌張眼神超到位！",@user-od7yj9yx5r,2022-03-24T16:27:07Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=33m30s"">33:30</a> 凌雲峰那種地方，偏僻難行，常有果子狸出沒偷人",@vwu6832,2022-03-17T14:53:10Z
虛偽,@user-ym1ts5li8b,2022-03-14T12:17:20Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=18m06s"">18:06</a> 你看熹貴妃那麼瘦，便可知她辛苦。<br>倒是祺貴人肥的要命，可知好吃懶做",@solomon547,2022-03-11T17:39:57Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=2m23s"">2:23</a>這表情一直讓我想到“朕 有喜了🤪”",@user-ck6ti6fj3x,2022-03-10T07:51:03Z
是不是有刪減過啊！我記得之前有看過靜白被割下的舌頭啊,@user-jf7rr5sn7t,2022-03-08T21:44:12Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=25m07s"">25:07</a> 敬妃的花盆底哪去了😂😂😂",@hsinroulin1368,2022-03-08T07:28:30Z
我現在才發現敬妃跟霏雯的流蘇是一樣的<br>而且霏雯就是緋聞啊！！！,@user-fm4ml4vo9k,2022-03-07T10:09:05Z
高潮迭起啊！,@tinachang1435,2022-03-06T15:30:06Z
之前的版本靜白被拉下去拔下舌頭後，還有個畫面是那跟舌頭被賞給了祺貴人，但現存的版本都剪掉了＠＠,@wow655043,2022-03-02T15:26:47Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=5m12s"">5:12</a> 只有拽妃翹腳",@user-ju9vn5yk7v,2022-02-27T23:55:19Z
依照滴血認親的原理，<br>就算皇帝滴血跟六阿哥下去驗，<br>應該也會相融，<br>因為果郡王跟皇帝也有血緣關係的。,@Jane-xq3ze,2022-02-27T10:33:30Z
第2000留言,@kawai78822,2022-02-26T14:52:56Z
安小鸟🐦的狠毒是在骨子里的。这出戏看多少遍，每个人的神态，心里变化都很耐人寻味。没有一个酱油角色，如今这么考究的戏难得有了，都是木头人穿各种服化道走流程。,@user-yb6di1bk1b,2022-02-25T09:46:58Z
我這輩子會不會看滿1000次,@yinjou198933,2022-02-24T17:17:31Z
安齊拉小分隊自從二哈死後一蹶不振<br>組成新安棋拉小分隊還是這麼搞笑,@kaioliver1259,2022-02-22T07:44:30Z
文鳶一字一句說得好像自己看到過實情一樣,@user-zd3kg3wn2c,2022-02-22T00:59:35Z
蘇：嘿嘿嘿！，皇后你的白礬起不了作用，換老子的油上場啦！～😁,@user-tb5sp4pl3m,2022-02-21T06:59:22Z
連寧貴人都知道正殿紫檀桌上從沒有放過什麼琉璃花樽，婓雯作為永壽宮宮女還不知道,@user-jq2qd2qo9x,2022-02-21T01:00:34Z
這邊也有幾段結局未完全確定前，皇后還很擔心的鏡頭，所以先聲奪人說出：剝去嬛嬛的貴妃服制，並把6阿哥丟進去，仗殺溫，意圖先造成弄假成真並先聲奪人～😁,@user-tb5sp4pl3m,2022-02-18T08:34:40Z
2022,@weick6754,2022-02-18T05:21:42Z
SHEIN旗袍,@weick6754,2022-02-18T05:09:36Z
想到破產姐妹花就忍不住笑出來,@tingtingc3356,2022-02-17T11:11:56Z
我覺得大家的留言都好好笑啊😂😂👍😆,@yen643154,2022-02-17T05:43:43Z
蘇培勝誰都不怕 就怕 跩妃~~,@user-fireball,2022-02-16T04:03:31Z
知道她們嫁禍的是溫太醫之後，甄環幾乎就無所畏懼了。,@ueimark4903,2022-02-15T09:56:36Z
這老色鬼最後死的好！甄嬛呀為啥要回宮！在凌鋒塔等果郡王不就好了！跟老色鬼超噁心呀！,@user-th5ln8vm6l,2022-02-14T08:26:42Z
數學公式都對 但代數寫錯,@TheDavinci0415,2022-02-13T03:36:40Z
"祺貴人你的門第樣貌的確不比甄嬛差,但就差在你跟甄嬛的EQ(情商)跟IQ(智商)實在是天差地別",@andrewtse7592,2022-02-13T02:18:30Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m17s"">26:17</a> &quot;溫太醫與槿汐怎麼可能是奴才的孩子&quot;  不是應該是弘曕嗎為甚麼是槿汐",@cais._611,2022-02-12T12:27:29Z
突然發現八大是剪接版<br>看不到靜白被割下來的舌頭,@bintsuanku6163,2022-02-11T14:55:22Z
2022最新梗<br>甄環：誰敢！！<br> <br>力宏敢,@Yi-xh1eo,2022-02-09T10:29:18Z
請問希望這片能在電視台在重播放嗎感恩,@user-zl6dg6ek8r,2022-02-09T04:48:28Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m08s"">37:08</a>看到皇后又要搬出純元皇后打悲情牌，真的是大翻白眼🙄️",@quicksoonly,2022-02-08T16:40:58Z
這劇的敗筆就是找一個醜皇帝,@emilyhsu5966,2022-02-08T16:20:15Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=27m19s"">27:19</a> 這可憐嬌滴又帶準備要反殺的殺氣真厲害",@user-um2nl6ls3c,2022-02-08T02:01:04Z
皇后說的那番屁話，就跟齊二妃的：三阿哥又長高了，是一樣的，令皇上一聽就轉過頭去，連聽都不想聽～😁,@user-tb5sp4pl3m,2022-02-07T12:06:42Z
幹快嚇死==,@user-nu7sy6hg5h,2022-02-07T11:19:56Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=24m13s"">24:13</a> 誰對到眼誰倒楣...",@TheJellylee,2022-02-07T04:38:33Z
溫太醫：皇上！這不可能！我的孩子在惠嬪肚裡！,@user-qf1cy7rv6p,2022-02-06T18:07:56Z
請給我一份&quot;上等甘露寺鹽烤靜白舌頭&quot;,@i-chenghsu8057,2022-02-06T10:34:11Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m45s"">26:45</a> 看了那麼久才發現，安琪拉戰隊計策被發現後，寶鵑在扯手絹",@Socratiii,2022-02-05T18:18:51Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=27m19s"">27:19</a> 環環那表情 簡直了",@user-yi6of6ow1v,2022-02-04T23:33:13Z
好喜歡慎貝勒啊,@user-vi9ix1wo7u,2022-02-04T11:26:57Z
拔舌頭妙招，之後就沒辦法去慎刑司問話了,@JoBoBoTsai,2022-02-02T13:45:37Z
有自己的姊妹在宮裡真好...<br>每次看到這段直接笑使 皇后每次心虛每次搬姊姊出來擋刀,@user-pe1ps7yg1i,2022-01-29T10:56:40Z
最後是破產姐妹花😂,@lykkedot,2022-01-26T14:48:53Z
背景的bgm記得沒錯的話，是wow的黑石山～😁,@user-tb5sp4pl3m,2022-01-24T11:04:27Z
這集正反兩方上buff打得太刺激，一段時間就要回來看一次～😁,@user-tb5sp4pl3m,2022-01-23T18:20:30Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=40m24s"">40:24</a>",@haiji_0601,2022-01-23T13:55:10Z
臣妾若用此招，一不小心就被發現的，這句就是bug啊，不是沒有此心，是招數的問題，謝皇后娘娘。,@leecamille4536,2022-01-21T07:54:33Z
環環這一part真的有夠好看！真的私通但是對象錯了，要即時壓制心虛找到回擊的反應和思考，臣妾無錯為何要跪！一慌張一跪就完蛋了！黃桑不能流血也是！一驗本尊就完蛋了，而且還好是祺貴人這個角色來鬧，若是安嬪告發可能又不同了,@leecamille4536,2022-01-21T07:46:04Z
最陰險.最狠毒就屬安毒-最後不得好死.已算是報應,@user-qg2ms2yh9s,2022-01-20T10:49:23Z
最後端妃那一幕，也是對嬛嬛的處置有些不以為然的感覺，但是畢竟是同一陣營的，暫時不好說而已,@user-tb5sp4pl3m,2022-01-20T05:07:12Z
要是皇上信了嬛兒和實初有了姦情，我才要動了胎氣……明明實初是老娘的人，你們竟敢說三道四～🙄,@user-tb5sp4pl3m,2022-01-20T05:03:36Z
還有聽到瓜6坦白時，皇后終於鬆了一口氣的一幕,@user-tb5sp4pl3m,2022-01-20T04:59:38Z
拔下靜白的舌頭，並非是替嬛嬛出氣，而是要她不能再吐露出一些關於安琪拉團隊的內情，避免自己還有皇后幫受到牽連，這戲真是千絲萬縷，處處都藏著內情～難怪會是宮鬥片的d2~,@user-tb5sp4pl3m,2022-01-20T04:57:42Z
這集真是百看不厭呀！，勘稱劇情的高鋒～🤗,@user-tb5sp4pl3m,2022-01-20T04:39:01Z
滴血驗親的時候貞嬪不見了,@mandy_748,2022-01-19T17:48:45Z
最愛安小鳥,@user-si7ot2jw5e,2022-01-19T04:49:34Z
"這段實在精彩, <br>原作裡還是緊接在另一個大事件後面發生的,<br>就是電視版刪掉的嬪妃胡蘊蓉,<br>服裝圖案疑似鳳凰大不敬冒犯皇后,<br>之後緊接著又發生揭發姦情事件的,<br>看的人喘不過氣來~",@kenlee2015jp,2022-01-17T16:01:29Z
真是個瘋婆子,@user-sb5nl8tz5q,2022-01-13T11:52:54Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=6m36s"">6:36</a>  寧貴人還真的示意了身邊的宮女",@ph1383,2022-01-13T07:52:01Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=5m47s"">5:47</a> 值得重複看~",@user-qp9ez6mk1t,2022-01-13T04:34:02Z
應該是一別經年，沒到兩年，還是嬰兒，不到一歲，她剛懷上就離寺，應該只有一年6個月左右。,@meihchang,2022-01-11T05:44:30Z
"甄嬛在指甲上藏了白帆(染指甲需要加白帆), 原本是要混皇帝跟姪子的血液，被端妃橫插一腳，將計就計，反將皇后一軍。",@meihchang,2022-01-11T05:39:12Z
是說...可以有人科普日常生活中，有什麼情況要淘澄白礬嗎？...🤔,@ddabian,2022-01-10T17:30:44Z
這個皇后真的是壞透了,@user-sb5nl8tz5q,2022-01-08T11:56:03Z
皇上罵祺貴人閉嘴就好好笑😂😂,@yen643154,2022-01-08T11:35:00Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=11m44s"">11:44</a>剪秋龍華白巾有茶漬，噗",@user-cw7jg5hh9d,2022-01-06T18:31:55Z
溫太醫。好險我鳥斷之前。有寵幸了沈眉莊。,@user-yb6tb1rl3i,2022-01-03T16:08:26Z
蘇公公：奴才沒有生育能力，溫太醫和槿夕怎麼可能是奴才的孩子<br>皇上還笑了 😂😂😂😂,@user-op5zn6nt9v,2022-01-02T17:16:23Z
這款碗乾淨的水絕對沒有問題？蘇妃阿蘇妃，我看你偷加了油在裡面了吧？？,@kyo064,2021-12-29T10:33:33Z
溫實初喝加了很多人血的水…..,@softstar6509,2021-12-27T07:15:20Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=26m17s"">26:17</a> 皇上的笑聲很機掰",@christopher0526,2021-12-27T04:41:25Z
"<a href=""https://www.youtube.com/watch?v=ITuTTA1PpoA&amp;t=37m23s"">37:23</a> 寧：「你再假啊...🙄🙄」",@dio9706,2021-12-26T15:41:37Z
